URL,LATITUDE,LONGITUDE
https://www.redfin.com/TX/Houston/5918-Pebble-Bank-Ln-77041/home/30678972,29.8568629,-95.6002575
https://www.redfin.com/TX/Houston/18311-Spellbrook-Dr-77084/home/30395598,29.8349654,-95.6826533
https://www.redfin.com/TX/Houston/10502-Brinwood-Dr-77043/home/30122902,29.794831,-95.5553187
https://www.redfin.com/TX/Houston/7520-Hornwood-Dr-77036/unit-1605/home/30447565,29.7111088,-95.517485
https://www.redfin.com/TX/Katy/3911-Cantone-Grotto-Ct-77493/home/167830212,29.8303646,-95.7929125
https://www.redfin.com/TX/Houston/5811-Burlinghall-Dr-77035/home/30116614,29.6527781,-95.4895174
https://www.redfin.com/TX/Houston/11926-Rosebrier-Park-Ln-77082/home/30723720,29.7305564,-95.5878834
https://www.redfin.com/TX/Houston/3915-Rose-St-77007/home/77526625,29.7689507,-95.4005342
https://www.redfin.com/TX/Houston/1764-Trinity-Bend-Dr-77080/home/148037202,29.8051054,-95.5099642
https://www.redfin.com/TX/Houston/18123-Lake-Bend-Dr-77084/home/30555985,29.8520303,-95.6792623
https://www.redfin.com/TX/Houston/20943-Vista-Trace-Dr-77073/home/29163181,29.9984695,-95.4034041
https://www.redfin.com/TX/Spring/17826-Cluster-Ct-77379/home/30332925,30.0307434,-95.4825122
https://www.redfin.com/TX/Houston/14211-Langbourne-Dr-77077/home/30377840,29.7659314,-95.6364511
https://www.redfin.com/TX/Houston/8452-Ariel-St-77074/home/30285447,29.683462,-95.5255145
https://www.redfin.com/TX/Houston/9818-Shadow-Pine-Dr-77070/home/30485103,29.9588664,-95.5660146
https://www.redfin.com/TX/Houston/5122-Foresthaven-Dr-77066/home/30267497,29.9771185,-95.5014114
https://www.redfin.com/TX/Houston/14010-Long-Glen-Dr-77039/home/30405387,29.9177665,-95.3324318
https://www.redfin.com/TX/Houston/3431-Ashton-Park-Dr-77082/home/30420444,29.7244063,-95.6070812
https://www.redfin.com/TX/Houston/5654-Locke-Ln-77056/home/30050158,29.7391838,-95.4762042
https://www.redfin.com/TX/Houston/1410-E-Hilshire-Park-Dr-77055/home/29155625,29.7952704,-95.4957041
https://www.redfin.com/TX/Houston/3416-Rosedale-St-77004/home/29897496,29.7165713,-95.3616728
https://www.redfin.com/TX/Houston/2601-S-Braeswood-Blvd-77025/unit-1307/home/30483805,29.6952564,-95.4190841
https://www.redfin.com/TX/Houston/2528-Hutchins-St-77004/home/112794485,29.7394401,-95.3638707
https://www.redfin.com/TX/Houston/5606-Hilary-St-77026/home/30027383,29.8051153,-95.3125892
https://www.redfin.com/TX/Humble/3334-Courtland-Manor-Ln-77339/home/30618840,30.0622222,-95.1885286
https://www.redfin.com/TX/Houston/12614-Mint-Fld-77066/home/112807265,29.9627737,-95.4909923
https://www.redfin.com/TX/Houston/2431-Blue-Water-Ln-77018/home/30174762,29.8391539,-95.4553658
https://www.redfin.com/TX/HOUSTON/BERRY-ST-77004/home/29694663,29.729872,-95.364171
https://www.redfin.com/TX/Houston/5942-Doolittle-Blvd-77033/home/30027315,29.6769891,-95.3303223
https://www.redfin.com/TX/Houston/3902-Floyd-St-77007/home/30707296,29.7686065,-95.399399
https://www.redfin.com/TX/Houston/2312-Bartlett-St-77098/home/29954383,29.7272909,-95.4134785
https://www.redfin.com/TX/Richmond/7202-Menlo-Creek-Ct-77407/home/32620650,29.6980409,-95.7574505
https://www.redfin.com/TX/Houston/13802-Hambleton-Dr-77069/home/30391733,29.9930041,-95.5175055
https://www.redfin.com/TX/Houston/22-W-Oaks-Dr-77058/home/101107396,29.56257,-95.07588
https://www.redfin.com/TX/Houston/10619-Dunbrook-Dr-77070/home/30240008,29.9730763,-95.580292
https://www.redfin.com/TX/Houston/4959-Culmore-Dr-77021/home/29971031,29.7032013,-95.3385403
https://www.redfin.com/TX/Houston/1707-Red-Oak-Point-Dr-77055/home/112817683,29.8021708,-95.4967795
https://www.redfin.com/TX/Houston/1201-McDuffie-St-77019/unit-198/home/30462958,29.7541551,-95.4075768
https://www.redfin.com/TX/Houston/714-N-Wilcrest-Dr-77079/home/30201527,29.7762615,-95.5753206
https://www.redfin.com/TX/Houston/6319-Mohawk-St-77016/home/30146007,29.8779774,-95.2949164
https://www.redfin.com/TX/Houston/5018-Redstart-St-77035/home/30097507,29.6611366,-95.4668474
https://www.redfin.com/TX/Houston/2814-S-Bartell-Dr-77054/unit-211/home/30507141,29.6809202,-95.419882
https://www.redfin.com/TX/Houston/12402-Packard-Bend-Trl-77089/home/29604995,29.5802772,-95.19721
https://www.redfin.com/TX/Houston/4422-Ibiza-Ln-77045/home/170263397,29.639007,-95.4457795
https://www.redfin.com/TX/Houston/17306-Celeste-River-Ct-77095/home/29170314,29.935867,-95.6768374
https://www.redfin.com/TX/Houston/1601-W-Webster-St-77019/unit-17/home/66048655,29.7518498,-95.3838739
https://www.redfin.com/TX/Houston/2406-Kingston-St-77019/home/29839418,29.7444115,-95.4136933
https://www.redfin.com/TX/Houston/1704-Oak-Leaf-Pass-Dr-77055/home/62138298,29.8018643,-95.4957449
https://www.redfin.com/TX/Houston/11002-Upland-Forest-Dr-77043/home/29611970,29.8020626,-95.5752328
https://www.redfin.com/TX/Houston/3407-Rebecca-St-77021/home/30004965,29.684677,-95.3773439
https://www.redfin.com/TX/Houston/4315-Allen-St-77007/home/29715914,29.7719687,-95.404778
https://www.redfin.com/TX/Houston/4311-Allen-St-77007/home/29715915,29.7719504,-95.4046303
https://www.redfin.com/TX/Houston/38-Bayou-Pointe-Dr-77063/home/30280620,29.7493276,-95.5393771
https://www.redfin.com/TX/Houston/5403-Foresthaven-Dr-77066/home/30267778,29.9752083,-95.5039988
https://www.redfin.com/TX/Katy/4802-Middleoak-Grove-Ln-77494/home/32733709,29.7188187,-95.8183669
https://www.redfin.com/TX/Houston/2904-Rosalie-St-77004/home/178522034,29.7322259,-95.3601281
https://www.redfin.com/TX/Houston/11127-Sherwood-Forest-Glen-Dr-77043/home/29292122,29.7887202,-95.5804561
https://www.redfin.com/TX/Houston/6014-Arboles-Dr-77035/home/30166976,29.654814,-95.495785
https://www.redfin.com/TX/Houston/1601-Nantucket-Dr-77057/unit-B/home/30029295,29.7512529,-95.4869979
https://www.redfin.com/TX/Houston/3770-Loverswood-Dr-77014/unit-806/home/30561997,29.9910067,-95.4822664
https://www.redfin.com/TX/Houston/6139-Beechnut-St-77074/home/30063473,29.6881149,-95.5003841
https://www.redfin.com/TX/Houston/1718-Plumwood-Dr-77014/home/30582486,29.9721609,-95.4437327
